,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued_at_polling_station,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,number_absentee_ballots_lost,ballots_number_lost,ballots_number_not_counted,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,prokhorov_mikhail_dmitrievich_number,prokhorov_mikhail_dmitrievich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,link
2732,2012-03-04,Кировская область,Советская,22775,22860,0,12025,1367,9468,1367,12025,130,13262,667,491,344,176,32,0,0,0,918,6.85,2423,18.09,609,4.55,979,7.31,8333,62.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2733,2012-03-04,Кировская область,Сунская,6107,6220,0,3054,648,2518,648,3054,29,3673,289,184,73,105,6,0,0,0,360,9.72,655,17.69,220,5.94,220,5.94,2218,59.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2734,2012-03-04,Кировская область,Тужинская,6637,6925,0,4021,674,2230,674,4021,54,4641,277,242,77,35,8,0,0,0,370,7.88,924,19.68,320,6.82,302,6.43,2725,58.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2735,2012-03-04,Кировская область,Унинская,7951,7855,0,4682,918,2255,918,4682,53,5547,433,367,101,66,17,0,0,0,413,7.38,1101,19.66,300,5.36,306,5.46,3427,61.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2736,2012-03-04,Кировская область,Уржумская,21452,19435,0,12289,2293,4853,2293,12289,122,14460,749,749,221,0,51,0,0,0,1175,8.06,3222,22.1,766,5.25,790,5.42,8507,58.34,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2737,2012-03-04,Кировская область,Фаленская,10251,10540,0,5266,1032,4242,1032,5266,49,6249,383,281,120,102,12,0,0,0,459,7.29,1409,22.37,311,4.94,384,6.1,3686,58.53,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2738,2012-03-04,Кировская область,Шабалинская,9452,10054,0,4747,1446,3861,1446,4747,37,6156,585,567,145,18,15,0,0,0,502,8.11,1044,16.86,330,5.33,398,6.43,3882,62.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2739,2012-03-04,Кировская область,Юрьянская,16373,16605,0,9101,1656,5848,1656,9101,133,10624,540,484,212,56,10,0,0,0,952,8.85,1690,15.71,469,4.36,786,7.31,6727,62.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2740,2012-03-04,Кировская область,Яранская,24490,23030,0,12047,1942,9041,1942,12047,132,13857,461,417,234,44,39,0,0,0,1425,10.19,3454,24.69,920,6.58,852,6.09,7206,51.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2741,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №1,139781,114850,0,82024,4083,28743,4078,81692,1317,84453,3172,2140,3235,1032,408,0,0,0,3400,3.96,6770,7.89,4942,5.76,10038,11.7,59303,69.14,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2742,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №2,161500,122669,0,108057,2230,12382,2224,107596,1651,108169,3570,3108,3551,462,315,0,0,0,4147,3.78,12743,11.6,6381,5.81,18391,16.75,66507,60.56,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2743,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №3,154970,132707,0,88033,6850,37827,6848,87526,1257,93117,2283,2145,1894,138,213,0,0,3,4557,4.83,11392,12.07,5991,6.35,12616,13.37,58561,62.05,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2744,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №4,119159,102550,0,67840,9681,25029,9678,67627,1039,76266,3390,2266,2175,1124,177,0,0,0,3467,4.48,9663,12.5,5653,7.31,11470,14.84,46013,59.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2745,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №5,261298,211620,0,152011,4177,55432,4177,151637,2129,153685,4323,3823,2461,500,275,0,0,0,7870,5.05,22225,14.26,10166,6.52,25527,16.38,87897,56.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2746,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №6,145526,119500,0,81708,1593,36199,1593,81591,1090,82094,3182,3137,1974,45,204,0,0,0,4514,5.43,13134,15.79,5628,6.77,14470,17.4,44348,53.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2747,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №7,125957,105400,0,75224,4813,25363,4811,74714,832,78693,2255,2090,1337,165,145,0,0,0,3678,4.62,10220,12.85,4797,6.03,10637,13.38,49361,62.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2748,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №8,58123,53186,0,36953,1285,14948,1285,36861,591,37555,1242,1194,1419,48,338,0,0,0,2264,5.94,6088,15.96,2384,6.25,6535,17.13,20284,53.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2749,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №9,29897,26810,0,18906,545,7359,545,18794,238,19101,835,750,457,85,65,0,0,0,1265,6.54,3178,16.43,1398,7.23,2787,14.41,10473,54.15,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2750,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №10,103110,76800,0,59470,1640,15690,1641,59341,827,60155,2194,1808,1057,386,90,0,0,0,3180,5.21,9228,15.13,4417,7.24,10649,17.46,32681,53.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2751,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №11,217085,199100,0,145298,4470,49332,4468,143413,1607,146274,3841,3415,2638,426,157,0,0,0,5857,3.96,17685,11.96,9624,6.51,19758,13.36,93350,63.13,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2752,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №12,221579,188900,0,125303,2795,60802,2795,125021,2030,125786,4139,3920,3223,219,341,0,0,0,6115,4.78,19014,14.88,8846,6.92,26401,20.66,65410,51.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2753,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №13,46450,39250,0,27164,2325,9761,2322,27071,386,29007,1001,955,1833,46,99,0,0,0,1516,5.16,4181,14.22,2260,7.69,4453,15.15,16597,56.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2754,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №14,94862,69300,0,56864,1757,10679,1756,56739,700,57795,1833,1722,988,111,67,0,0,0,2743,4.69,5784,9.89,3984,6.81,6879,11.76,38405,65.66,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2755,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №15,35289,32000,0,21025,700,10275,700,20997,304,21393,795,705,432,90,105,0,0,0,1537,7.08,3176,14.64,1554,7.16,2974,13.71,12152,56.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2756,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №16,90243,71750,0,51939,3106,16705,3103,51805,972,53936,1850,1819,2313,30,150,1,0,0,2397,4.37,7223,13.15,3751,6.83,11453,20.86,29112,53.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2757,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №17,155898,136600,0,108174,2906,25520,2905,107708,1568,109045,2860,2516,1757,344,138,0,0,0,4229,3.82,11525,10.42,5398,4.88,12838,11.61,75055,67.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2758,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №18,94296,83500,0,62016,5754,15729,5728,61316,1235,65809,2063,1879,2345,184,230,0,1,0,2429,3.62,6861,10.23,3802,5.67,11640,17.36,41077,61.27,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2759,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №19,128472,102300,0,75180,1395,25725,1395,75042,1270,75167,2628,2187,1587,441,165,0,0,0,2679,3.5,10573,13.83,5469,7.15,12439,16.27,44007,57.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2760,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №20,115075,86600,0,68441,2820,15339,2820,68305,990,70135,2048,1977,2274,71,252,0,0,0,3619,5.09,11012,15.48,5286,7.43,10916,15.35,39302,55.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2761,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №21,140309,135400,0,79652,2474,53274,2470,79468,1353,80585,2711,2471,1205,240,77,0,0,0,5279,6.44,12534,15.3,5841,7.13,11427,13.95,45504,55.53,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2762,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №22,152781,112100,0,91404,3090,17602,3090,91246,1451,92885,3375,2943,3042,432,124,0,4,0,4056,4.3,12853,13.62,6575,6.97,19581,20.76,49820,52.81,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2763,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №23,145560,112100,0,84494,1950,25656,1950,84179,1190,84939,2413,2292,1659,121,185,0,0,0,4033,4.68,11023,12.8,6094,7.08,11992,13.92,51797,60.14,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2764,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №24,137181,101200,0,79428,2294,19472,2294,79271,1028,80537,2609,2271,1722,338,186,0,8,2,4410,5.41,10863,13.32,5344,6.55,12270,15.04,47650,58.42,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2765,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №25,147566,124500,0,88866,5506,30128,5496,88792,1203,93085,3222,2878,2002,344,167,0,0,0,4604,4.88,12817,13.59,6156,6.53,14107,14.96,55401,58.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2766,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №26,128364,105950,0,69103,2423,34424,2423,68993,1003,70413,2656,2517,1944,139,141,0,0,0,4215,5.9,11429,16.0,5079,7.11,10737,15.03,38953,54.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2767,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №27,90319,65850,0,54167,1342,10341,1342,54131,566,54907,1699,1580,1644,119,90,0,0,0,1666,3.0,7072,12.75,3678,6.63,6240,11.25,36251,65.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2768,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №28,162727,142600,0,90217,1978,50405,1978,90043,1404,90617,2996,2822,1907,174,201,0,0,0,4641,5.04,13786,14.98,6843,7.44,20462,22.24,44885,48.78,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2769,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №29,169938,137900,0,107638,1255,29005,1255,107405,1368,107292,2615,2494,1604,121,183,0,2,0,4545,4.18,11808,10.87,7759,7.14,12463,11.47,70717,65.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2770,2012-03-04,Город Санкт-Петербург,Территориальная избирательная комиссия №30,76111,59880,0,49951,3240,6687,3237,49836,732,52341,1590,1474,2755,116,103,0,2,0,2067,3.89,6077,11.45,2668,5.03,8649,16.3,32880,61.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793888&vrn=100100031793505&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
2771,2012-03-04,Пермский край,Александровская,26361,22700,0,12119,1079,9502,1079,12119,199,12999,368,265,152,103,25,0,0,0,736,5.58,2494,18.9,642,4.86,1002,7.59,8125,61.56,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793931&vrn=100100031793505&prver=0&pronetvd=null&region=90&sub_region=90&type=0&report_mode=null
2772,2012-03-04,Пермский край,Бардымская,21494,20770,0,11601,1967,7202,1967,11598,105,13460,402,402,194,0,28,0,0,0,271,1.99,1990,14.67,393,2.9,713,5.26,10093,74.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793931&vrn=100100031793505&prver=0&pronetvd=null&region=90&sub_region=90&type=0&report_mode=null
2773,2012-03-04,Пермский край,Березниковская городская,125419,101975,0,61199,2738,38038,2738,61159,897,63000,1930,1149,712,781,46,0,0,0,2804,4.39,7475,11.7,2947,4.61,5999,9.39,43775,68.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793931&vrn=100100031793505&prver=0&pronetvd=null&region=90&sub_region=90&type=0&report_mode=null
2774,2012-03-04,Пермский край,Березовская,13736,12385,0,7385,1578,3422,1578,7385,75,8888,238,236,82,2,12,0,0,0,407,4.54,1613,17.99,461,5.14,598,6.67,5809,64.81,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793931&vrn=100100031793505&prver=0&pronetvd=null&region=90&sub_region=90&type=0&report_mode=null
2775,2012-03-04,Пермский край,Большесосновская,11280,8860,0,5121,1386,2353,1386,5121,77,6430,220,184,68,36,8,0,0,0,378,5.81,1005,15.44,220,3.38,287,4.41,4540,69.77,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793931&vrn=100100031793505&prver=0&pronetvd=null&region=90&sub_region=90&type=0&report_mode=null
