,vote_date,region,commission_name,voters_number,issued_ballots_number,turned_ballots_number,bad_ballots_number,for_votes_number,for_votes_percent,against_votes_number,against_votes_percent,link
2304,"
						Дата голосования:  01.07.2020",Ставропольский край,Минераловодская,95262,77159,77157,434,64033,"82,99%",12690,"16,45%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2305,"
						Дата голосования:  01.07.2020",Ставропольский край,Невинномысская городская,85346,70391,70296,486,54758,"77,9%",15052,"21,41%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2306,"
						Дата голосования:  01.07.2020",Ставропольский край,Нефтекумская,41982,34916,34915,616,31471,"90,14%",2828,"8,1%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2307,"
						Дата голосования:  01.07.2020",Ставропольский край,Новоалександровская,43834,37148,37057,192,35222,"95,05%",1643,"4,43%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2308,"
						Дата голосования:  01.07.2020",Ставропольский край,Новоселицкая,16735,14079,14077,75,12761,"90,65%",1241,"8,82%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2309,"
						Дата голосования:  01.07.2020",Ставропольский край,Петровская,51200,42069,42058,229,36083,"85,79%",5746,"13,66%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2310,"
						Дата голосования:  01.07.2020",Ставропольский край,Предгорная,78959,64252,64247,711,49528,"77,09%",14008,"21,8%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2311,"
						Дата голосования:  01.07.2020",Ставропольский край,Пятигорская городская,132118,107710,107208,1066,87385,"81,51%",18757,"17,5%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2312,"
						Дата голосования:  01.07.2020",Ставропольский край,Советская,46980,37587,37587,491,32173,"85,6%",4923,"13,1%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2313,"
						Дата голосования:  01.07.2020",Ставропольский край,"Ставрополь, Ленинская",80223,62108,62106,0,52761,"84,95%",9345,"15,05%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2314,"
						Дата голосования:  01.07.2020",Ставропольский край,"Ставрополь, Октябрьская",65325,51663,51660,121,41732,"80,78%",9807,"18,98%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2315,"
						Дата голосования:  01.07.2020",Ставропольский край,"Ставрополь, Промышленная",166331,130391,130139,582,108711,"83,53%",20846,"16,02%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2316,"
						Дата голосования:  01.07.2020",Ставропольский край,Степновская,13949,11427,11427,85,10395,"90,97%",947,"8,29%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2317,"
						Дата голосования:  01.07.2020",Ставропольский край,Труновская,23795,19213,19213,291,16445,"85,59%",2477,"12,89%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2318,"
						Дата голосования:  01.07.2020",Ставропольский край,Туркменская,17574,13600,13555,121,11422,"84,26%",2012,"14,84%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2319,"
						Дата голосования:  01.07.2020",Ставропольский край,Шпаковская,97542,81992,81992,249,67682,"82,55%",14061,"17,15%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2320,"
						Дата голосования:  01.07.2020",Ставропольский край,Георгиевская городская,43492,36439,36439,398,32482,"89,14%",3559,"9,77%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598035&vrn=100100163596966&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
2321,"
						Дата голосования:  01.07.2020",Пензенская область,"Пенза, Октябрьская",147209,94646,94581,565,79694,"84,26%",14322,"15,14%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2322,"
						Дата голосования:  01.07.2020",Пензенская область,"Пенза, Железнодорожная",86783,60032,60016,236,49206,"81,99%",10574,"17,62%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2323,"
						Дата голосования:  01.07.2020",Пензенская область,"Пенза, Ленинская",70785,45803,45702,364,35627,"77,96%",9711,"21,25%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2324,"
						Дата голосования:  01.07.2020",Пензенская область,"Пенза, Первомайская",101544,68833,68798,321,56870,"82,66%",11607,"16,87%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2325,"
						Дата голосования:  01.07.2020",Пензенская область,Зареченская городская,50716,30418,30418,380,19282,"63,39%",10756,"35,36%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2326,"
						Дата голосования:  01.07.2020",Пензенская область,Кузнецкая городская ,65354,47020,47015,329,36919,"78,53%",9767,"20,77%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2327,"
						Дата голосования:  01.07.2020",Пензенская область,Башмаковская,15705,14083,14082,31,13064,"92,77%",987,"7,01%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2328,"
						Дата голосования:  01.07.2020",Пензенская область,Бековская,11453,9364,9364,55,7108,"75,91%",2201,"23,5%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2329,"
						Дата голосования:  01.07.2020",Пензенская область,Белинская,20146,15478,15478,31,13706,"88,55%",1741,"11,25%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2330,"
						Дата голосования:  01.07.2020",Пензенская область,Бессоновская,34684,31347,31347,173,28589,"91,2%",2585,"8,25%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2331,"
						Дата голосования:  01.07.2020",Пензенская область,Вадинская,6361,5501,5501,8,4890,"88,89%",603,"10,96%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2332,"
						Дата голосования:  01.07.2020",Пензенская область,Городищенская,37304,32361,32359,213,29538,"91,28%",2608,"8,06%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2333,"
						Дата голосования:  01.07.2020",Пензенская область,Земетчинская,17443,14913,14912,45,13321,"89,33%",1546,"10,37%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2334,"
						Дата голосования:  01.07.2020",Пензенская область,Иссинская,8104,6962,6962,13,5858,"84,14%",1091,"15,67%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2335,"
						Дата голосования:  01.07.2020",Пензенская область,Каменская,42843,36706,36706,78,31530,"85,9%",5098,"13,89%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2336,"
						Дата голосования:  01.07.2020",Пензенская область,Камешкирская,8648,7422,7421,14,6847,"92,27%",560,"7,55%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2337,"
						Дата голосования:  01.07.2020",Пензенская область,Колышлейская,17496,14559,14559,23,13018,"89,42%",1518,"10,43%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2338,"
						Дата голосования:  01.07.2020",Пензенская область,Кузнецкая,27796,23800,23798,87,19635,"82,51%",4076,"17,13%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2339,"
						Дата голосования:  01.07.2020",Пензенская область,Лопатинская,10131,8948,8948,10,8544,"95,49%",394,"4,4%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
2340,"
						Дата голосования:  01.07.2020",Пензенская область,Лунинская,15023,13014,13013,94,11046,"84,88%",1873,"14,39%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598066&vrn=100100163596966&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
